,Year,state,city_or_county,incident_id,casualty
0,2013,Alabama,Florence,1,4
1,2013,Alabama,Montgomery,1,8
2,2013,Arizona,Apache Junction,1,5
3,2013,Arizona,Avondale,1,4
4,2013,Arizona,Phoenix,3,15
5,2013,California,Bakersfield,1,4
6,2013,California,Brentwood,1,4
7,2013,California,Duarte,1,2
8,2013,California,Fresno,2,17
9,2013,California,Galt,1,7
10,2013,California,Hawthorne,1,4
11,2013,California,Lancaster,1,4
12,2013,California,Long Beach,2,8
13,2013,California,Los Angeles,2,8
14,2013,California,Los Banos,1,4
15,2013,California,Madera,1,4
16,2013,California,Merced (county),1,5
17,2013,California,Modesto,1,4
18,2013,California,Oakland,4,16
19,2013,California,Oceanside,1,4
20,2013,California,Orange (county),1,7
21,2013,California,Palo Alto,1,5
22,2013,California,Perris,1,5
23,2013,California,Roseville,1,4
24,2013,California,Sacramento,1,4
25,2013,California,Salinas,1,7
26,2013,California,San Francisco,2,8
27,2013,California,Santa Monica,1,7
28,2013,California,Stockton,3,15
29,2013,California,Three Rivers,1,4
30,2013,California,Vallejo,4,20
31,2013,California,Yuba (county),1,4
32,2013,Colorado,Aurora,2,8
33,2013,Colorado,Colorado Springs,1,5
34,2013,Connecticut,Bridgeport,1,5
35,2013,Connecticut,Hartford,1,4
36,2013,Connecticut,New Haven,1,6
37,2013,Delaware,Wilmington,3,13
38,2013,District of Columbia,Washington,5,30
39,2013,District of Columbia,Washington Navy Yard,1,14
40,2013,Florida,Belle Glade,1,5
41,2013,Florida,Hialeah,1,7
42,2013,Florida,Homestead (Florida City),1,4
43,2013,Florida,Jacksonville,1,4
44,2013,Florida,Kissimmee,1,5
45,2013,Florida,Lake Butler,1,5
46,2013,Florida,Margate,1,4
47,2013,Florida,Miami,2,8
48,2013,Florida,Miami Gardens,1,4
49,2013,Florida,Palm Beach,1,4
50,2013,Florida,Pompano Beach,1,4
51,2013,Florida,Williston,1,4
52,2013,Georgia,Atlanta,1,4
53,2013,Georgia,Lagrange,1,7
54,2013,Georgia,Macon,1,8
55,2013,Georgia,Moultrie,1,4
56,2013,Georgia,Snellville,1,4
57,2013,Georgia,Valdosta,1,4
58,2013,Illinois,Chicago,15,77
59,2013,Illinois,Chicago (Englewood),1,4
60,2013,Illinois,Manchester,1,7
61,2013,Illinois,Rockford,1,4
62,2013,Indiana,Columbus,1,5
63,2013,Indiana,Fort Wayne,1,2
64,2013,Indiana,Gary,1,6
65,2013,Indiana,Indianapolis,4,16
66,2013,Kansas,Topeka,2,8
67,2013,Kansas,Wichita,2,12
68,2013,Kentucky,Greensburg,1,4
69,2013,Kentucky,Lexington,1,5
70,2013,Kentucky,Radcliff,1,4
71,2013,Louisiana,Charenton,1,5
72,2013,Louisiana,Harvey,1,5
73,2013,Louisiana,Lockport,1,6
74,2013,Louisiana,New Orleans,4,32
75,2013,Louisiana,Shreveport,1,4
76,2013,Louisiana,Slidell,1,8
77,2013,Maryland,Baltimore,5,21
78,2013,Michigan,Detroit,4,24
79,2013,Michigan,Flint,1,4
80,2013,Michigan,Grand Rapids,1,4
81,2013,Michigan,Grand Rapids (Kentwood),1,5
82,2013,Michigan,Inkster,1,4
83,2013,Michigan,Lansing,2,9
84,2013,Michigan,Muskegon,2,10
85,2013,Michigan,Pontiac,1,7
86,2013,Michigan,Saginaw (county),1,4
87,2013,Minnesota,Minneapolis,2,8
88,2013,Mississippi,Jackson,1,4
89,2013,Mississippi,Meridian,1,4
90,2013,Missouri,Kansas City,5,26
91,2013,Missouri,Saint Louis,5,22
92,2013,Nebraska,Omaha,1,4
93,2013,Nevada,Las Vegas,1,4
94,2013,New Jersey,Delanco,1,2
95,2013,New Jersey,Irvington,1,5
96,2013,New Jersey,Jersey City,2,5
97,2013,New Jersey,Lodi,1,1
98,2013,New Jersey,Montclair,1,4
99,2013,New Jersey,Newark,2,10
100,2013,New Jersey,Plainfield,1,1
101,2013,New Jersey,Port Norris,1,4
102,2013,New Jersey,Tabernacle,1,1
103,2013,New Jersey,Trenton,2,6
104,2013,New Jersey,Trenton (Hamilton Township),1,5
105,2013,New Mexico,Albuquerque,1,5
106,2013,New Mexico,Hobbs,1,4
107,2013,New York,Brooklyn,8,41
108,2013,New York,Buffalo,1,4
109,2013,New York,Jamaica,1,1
110,2013,New York,Locust Valley,1,1
111,2013,New York,Medford,1,4
112,2013,New York,Mohawk,1,8
113,2013,New York,New York,1,4
114,2013,New York,New York (Manhattan),1,4
115,2013,New York,Rochester,1,4
116,2013,North Carolina,Charlotte,3,13
117,2013,North Carolina,Greensboro,1,4
118,2013,North Carolina,Greenville,1,5
119,2013,North Carolina,Haw River,1,4
120,2013,North Carolina,High Point,1,5
121,2013,North Carolina,Marion,1,4
122,2013,North Carolina,Shelby,1,4
123,2013,North Carolina,Smithfield,1,4
124,2013,North Carolina,Southern Pines,1,5
125,2013,North Carolina,Statesville,1,4
126,2013,Ohio,Akron,1,4
127,2013,Ohio,Barberton,1,4
128,2013,Ohio,Campbell,1,4
129,2013,Ohio,Canton,1,4
130,2013,Ohio,Cincinnati,1,4
131,2013,Ohio,Lorain,1,4
132,2013,Ohio,Oberlin,1,4
133,2013,Ohio,Springfield,1,4
134,2013,Ohio,Toledo,1,4
135,2013,Ohio,Zanesville,1,4
136,2013,Oklahoma,Oklahoma City,2,8
137,2013,Oklahoma,Tulsa,4,18
138,2013,Pennsylvania,Chester,1,4
139,2013,Pennsylvania,Derry,1,1
140,2013,Pennsylvania,Harrisburg,1,8
141,2013,Pennsylvania,Johnstown,1,4
142,2013,Pennsylvania,Mckeesport,1,4
143,2013,Pennsylvania,Philadelphia,9,29
144,2013,Pennsylvania,Pittsburgh (Homewood),1,7
145,2013,Pennsylvania,Saylorsburg,1,7
146,2013,Pennsylvania,Wilkes Barre,1,1
147,2013,Pennsylvania,York,3,6
148,2013,Rhode Island,Providence,2,8
149,2013,South Carolina,Bradley (Callison),1,5
150,2013,South Carolina,Chesterfield,1,5
151,2013,South Carolina,Greenwood,1,5
152,2013,South Carolina,Latta,1,4
153,2013,South Carolina,North Charleston,1,4
154,2013,Tennessee,Bean Station,1,4
155,2013,Tennessee,Chattanooga,2,9
156,2013,Tennessee,Crab Orchard,1,4
157,2013,Tennessee,Jackson,1,4
158,2013,Tennessee,Memphis,4,18
159,2013,Tennessee,Nashville,1,4
160,2013,Texas,Beaumont,1,4
161,2013,Texas,Channelview,1,5
162,2013,Texas,Cypress,1,18
163,2013,Texas,Dallas,2,12
164,2013,Texas,Fort Worth,1,4
165,2013,Texas,Houston,3,13
166,2013,Texas,Paris,1,4
167,2013,Texas,Rice,1,5
168,2013,Utah,Midvale,1,5
169,2013,Virginia,Hampton,1,5
170,2013,Virginia,Norfolk,1,6
171,2013,Virginia,Portsmouth,1,5
172,2013,Virginia,Victoria,1,4
173,2013,Virginia,Virginia Beach,2,12
174,2013,Washington,Auburn,1,5
175,2013,Washington,Federal Way,1,5
176,2013,Washington,Granger,1,4
177,2013,Washington,Yakima,1,6
178,2013,West Virginia,Clarksburg,1,4
179,2013,West Virginia,Huntington,1,6
180,2013,Wisconsin,Milwaukee,1,4
181,2014,Alabama,Adamsville,3,2
182,2014,Alabama,Adger,1,1
183,2014,Alabama,Alabaster,2,1
184,2014,Alabama,Albertville,4,3
185,2014,Alabama,Alexander City,5,5
186,2014,Alabama,Alexander City ,1,0
187,2014,Alabama,Aliceville,1,1
188,2014,Alabama,Andalusia,2,0
189,2014,Alabama,Anderson,1,1
190,2014,Alabama,Anniston,11,12
191,2014,Alabama,Arab,6,4
192,2014,Alabama,Ariton,1,1
193,2014,Alabama,Ashford,2,3
194,2014,Alabama,Ashland,1,1
195,2014,Alabama,Athens,6,7
196,2014,Alabama,Attalla,1,0
197,2014,Alabama,Auburn,17,13
198,2014,Alabama,Auburn ,1,0
199,2014,Alabama,Autaugaville,1,1
200,2014,Alabama,Axis,1,1
201,2014,Alabama,Bay Minette,3,0
202,2014,Alabama,Bay Minette ,1,0
203,2014,Alabama,Bessemer,12,8
204,2014,Alabama,Bessemer ,1,1
205,2014,Alabama,Bessemer (Hueytown),1,0
206,2014,Alabama,Bibb County,1,1
207,2014,Alabama,Birmingham,172,175
208,2014,Alabama,Birmingham (Center Point),1,1
209,2014,Alabama,Birmingham (Ensley),1,1
210,2014,Alabama,Birmingham (Forestdale),1,0
211,2014,Alabama,Birmingham (Midfield),2,1
212,2014,Alabama,Blount,1,1
213,2014,Alabama,Blount County,2,2
214,2014,Alabama,Blountsville,1,1
215,2014,Alabama,Blue Mountain,1,1
216,2014,Alabama,Bon Air,1,1
217,2014,Alabama,Booth,1,1
218,2014,Alabama,Brewton,1,1
219,2014,Alabama,Brighton,1,1
220,2014,Alabama,Brundidge,2,3
221,2014,Alabama,Bryant,2,2
222,2014,Alabama,Bullock County,2,1
223,2014,Alabama,Butler County,3,5
224,2014,Alabama,Calera,3,0
225,2014,Alabama,Calhoun,1,2
226,2014,Alabama,Carbon Hill,1,1
227,2014,Alabama,Center Point,4,2
228,2014,Alabama,Chambers County,1,1
229,2014,Alabama,Chancellor,2,2
230,2014,Alabama,Chelsea,1,0
231,2014,Alabama,Cherokee,3,2
232,2014,Alabama,Cherokee County,2,2
233,2014,Alabama,Chickasaw,1,0
234,2014,Alabama,Childersburg,1,1
235,2014,Alabama,Chilton County,1,1
236,2014,Alabama,Citronelle,2,2
237,2014,Alabama,Clanton,1,0
238,2014,Alabama,Clio,1,0
239,2014,Alabama,Coden,1,1
240,2014,Alabama,Collinsville,1,1
241,2014,Alabama,Columbiana,1,1
242,2014,Alabama,Columbus,1,0
243,2014,Alabama,Covington County,1,1
244,2014,Alabama,Crane Hill,1,1
245,2014,Alabama,Crenshaw,1,1
246,2014,Alabama,Crossville,1,1
247,2014,Alabama,Cuba,1,2
248,2014,Alabama,Cullman,2,2
249,2014,Alabama,Cusseta,2,3
250,2014,Alabama,Dadeville,1,0
251,2014,Alabama,Daleville,2,1
252,2014,Alabama,Dallas County,2,2
253,2014,Alabama,Daphne,1,2
254,2014,Alabama,Deatsville,1,0
255,2014,Alabama,Decatur,22,18
256,2014,Alabama,Dekalb County,1,0
257,2014,Alabama,Demopolis,2,1
258,2014,Alabama,Dora,1,2
259,2014,Alabama,Dothan,18,13
260,2014,Alabama,Duncanville,1,0
261,2014,Alabama,Elberta,1,0
262,2014,Alabama,Elkmont,1,0
263,2014,Alabama,Elmore County,1,0
264,2014,Alabama,Ensley,2,4
265,2014,Alabama,Enterprise,5,3
266,2014,Alabama,Eufaula,1,1
267,2014,Alabama,Fairfield,15,17
268,2014,Alabama,Fairhope,3,1
269,2014,Alabama,Florence,17,10
270,2014,Alabama,Florence ,2,0
271,2014,Alabama,Foley,5,3
272,2014,Alabama,Fort Payne,1,1
273,2014,Alabama,Fyffe,3,2
274,2014,Alabama,Gadsden,20,11
275,2014,Alabama,Gardendale,1,0
276,2014,Alabama,Geneva,1,0
277,2014,Alabama,Goodwater,1,0
278,2014,Alabama,Gordo,1,2
279,2014,Alabama,Graysville,1,0
280,2014,Alabama,Greensboro,1,1
281,2014,Alabama,Greenville,5,4
282,2014,Alabama,Gulf Shores,5,4
283,2014,Alabama,Gulf Shores ,2,0
284,2014,Alabama,Guntersville,3,0
285,2014,Alabama,Hamilton,1,0
286,2014,Alabama,Harpersville,1,0
287,2014,Alabama,Hartford,2,4
288,2014,Alabama,Hartselle,2,1
289,2014,Alabama,Harvest,3,3
290,2014,Alabama,Hazel Green,1,1
291,2014,Alabama,Headland,1,1
292,2014,Alabama,Helena,1,1
293,2014,Alabama,Highland Home,1,0
294,2014,Alabama,Holly Pond,1,1
295,2014,Alabama,Homewood,1,0
296,2014,Alabama,Hoover,5,2
297,2014,Alabama,Houston County,1,1
298,2014,Alabama,Hueytown,2,1
299,2014,Alabama,Huntsville,253,90
300,2014,Alabama,Huntsville ,1,0
301,2014,Alabama,Irvington,1,2
302,2014,Alabama,Jacksonville,3,2
303,2014,Alabama,Jasper,2,3
304,2014,Alabama,Jefferson County,1,1
305,2014,Alabama,Joppa,1,0
306,2014,Alabama,Killen,1,0
307,2014,Alabama,Lake View,1,1
308,2014,Alabama,Lauderdale County,1,0
309,2014,Alabama,Lawrence County,1,1
310,2014,Alabama,Limestone County,2,2
311,2014,Alabama,Linden,1,1
312,2014,Alabama,Lisman,2,2
313,2014,Alabama,Livingston,1,1
314,2014,Alabama,Locust Fork,1,1
315,2014,Alabama,Loxley,1,2
316,2014,Alabama,Luverne,1,1
317,2014,Alabama,Madison,9,5
318,2014,Alabama,Madison County,3,4
319,2014,Alabama,Magnolia Springs,1,0
320,2014,Alabama,Marion,2,1
321,2014,Alabama,Marion Junction,1,1
322,2014,Alabama,Mccalla,3,2
323,2014,Alabama,Mcintosh,1,1
324,2014,Alabama,Midfield,1,0
325,2014,Alabama,Midway,1,1
326,2014,Alabama,Millbrook,10,2
327,2014,Alabama,Mobile,127,81
328,2014,Alabama,Mobile ,1,0
329,2014,Alabama,Mobile (Prichard),2,2
330,2014,Alabama,Montevallo,1,1
331,2014,Alabama,Montgomery,120,103
332,2014,Alabama,Morgan County,4,1
333,2014,Alabama,Morris,1,1
334,2014,Alabama,Moundville,1,1
335,2014,Alabama,Mount Olive,3,0
336,2014,Alabama,Mountain Brook,1,0
337,2014,Alabama,Mulga,3,2
338,2014,Alabama,Muscle Shoals,3,4
339,2014,Alabama,Nectar,1,0
340,2014,Alabama,New Market,1,1
341,2014,Alabama,Northport,5,5
342,2014,Alabama,Odenville,1,1
343,2014,Alabama,Opelika,10,4
344,2014,Alabama,Opp,2,5
345,2014,Alabama,Orrville,1,1
346,2014,Alabama,Owens Cross Roads,4,0
347,2014,Alabama,Oxford,2,1
348,2014,Alabama,Ozark,4,1
349,2014,Alabama,Pelham,2,0
350,2014,Alabama,Pell City,1,1
351,2014,Alabama,Perdido,1,0
352,2014,Alabama,Perry County,1,1
353,2014,Alabama,Phenix City,10,7
354,2014,Alabama,Pickens County (county),1,1
355,2014,Alabama,Pike County,2,0
356,2014,Alabama,Pike Road,1,1
357,2014,Alabama,Pinson,3,0
358,2014,Alabama,Pittsview,1,1
359,2014,Alabama,Plantersville,1,1
360,2014,Alabama,Pleasant Grove,2,4
361,2014,Alabama,Prattville,9,2
362,2014,Alabama,Prichard,14,9
363,2014,Alabama,Rainbow City,1,1
364,2014,Alabama,Ralph,1,1
365,2014,Alabama,Robertsdale,1,0
366,2014,Alabama,Russellville,7,1
367,2014,Alabama,Safford,1,1
368,2014,Alabama,Salem,2,2
369,2014,Alabama,Selma,31,28
370,2014,Alabama,Semmes,1,0
371,2014,Alabama,Sheffield,2,1
372,2014,Alabama,Shelby County,2,0
373,2014,Alabama,Skipperville,1,2
374,2014,Alabama,Slocomb,1,1
375,2014,Alabama,Smiths Station,1,1
376,2014,Alabama,Somerville,1,1
377,2014,Alabama,Spanish Fort,3,1
378,2014,Alabama,Steele,1,0
379,2014,Alabama,Stevenson,2,2
380,2014,Alabama,Sylacauga,1,0
381,2014,Alabama,Talladega,3,3
382,2014,Alabama,Talladega County,1,0
383,2014,Alabama,Tallapoosa,1,1
384,2014,Alabama,Tallapoosa County,1,0
385,2014,Alabama,Tallassee,4,3
386,2014,Alabama,Tarrant,1,0
387,2014,Alabama,Theodore,2,1
388,2014,Alabama,Toney,1,0
389,2014,Alabama,Trinity,1,2
390,2014,Alabama,Troy,11,9
391,2014,Alabama,Tuscaloosa,56,49
392,2014,Alabama,Tuscaloosa County,1,1
393,2014,Alabama,Tuscumbia,1,0
394,2014,Alabama,Tuskegee,2,1
395,2014,Alabama,Union Grove,1,1
396,2014,Alabama,Union Springs,4,3
397,2014,Alabama,Union Springs ,1,0
398,2014,Alabama,Valley,2,2
399,2014,Alabama,Valley Head,2,1
400,2014,Alabama,Vance,1,1
401,2014,Alabama,Vestavia Hills,1,1
402,2014,Alabama,Wallsboro,1,0
403,2014,Alabama,Ward,1,2
404,2014,Alabama,Warrior,3,2
405,2014,Alabama,Wetumpka,3,0
406,2014,Alabama,Wilcox County,2,2
407,2014,Alabama,Wilmer,2,2
408,2014,Alabama,Wilsonville,1,2
409,2014,Alaska,Alakanuk,1,1
410,2014,Alaska,Anchor Point,1,1
411,2014,Alaska,Anchorage,66,41
412,2014,Alaska,Barrow,2,2
413,2014,Alaska,Bethel,3,2
414,2014,Alaska,Circle,1,0
415,2014,Alaska,Delta Junction,1,1
416,2014,Alaska,Dillingham,1,0
417,2014,Alaska,Eagle River,2,1
418,2014,Alaska,Elim,1,0
419,2014,Alaska,Fairbanks,34,11
420,2014,Alaska,Fairview,1,0
421,2014,Alaska,Haines,1,0
422,2014,Alaska,Homer,1,1
423,2014,Alaska,Joint Base Elmendorf-richardson,1,1
424,2014,Alaska,Juneau,3,0
425,2014,Alaska,Kenai,1,1
426,2014,Alaska,Ketchikan,1,0
427,2014,Alaska,Kodiak,2,0
428,2014,Alaska,Mccarthy,1,0
429,2014,Alaska,Mountain View,1,1
430,2014,Alaska,Nome,1,0
431,2014,Alaska,Palmer,3,3
432,2014,Alaska,Perryville,1,0
433,2014,Alaska,Prudhoe Bay,1,0
434,2014,Alaska,Seward,1,1
435,2014,Alaska,Skwentna,1,1
436,2014,Alaska,Tanana,2,2
437,2014,Alaska,Wasilla,10,7
438,2014,Arizona,Amado,1,1
439,2014,Arizona,Apache Junction,4,5
440,2014,Arizona,Arivaca,1,0
441,2014,Arizona,Arizona City,1,1
442,2014,Arizona,Avondale,3,2
443,2014,Arizona,Benson,1,0
444,2014,Arizona,Buckeye,2,2
445,2014,Arizona,Camp Verde,1,0
446,2014,Arizona,Chandler,8,5
447,2014,Arizona,Chino Valley,1,0
448,2014,Arizona,Clarkdale,1,1
449,2014,Arizona,Colorado City,1,1
450,2014,Arizona,Coolidge,1,1
451,2014,Arizona,Desert Springs,1,1
452,2014,Arizona,Dewey,1,2
453,2014,Arizona,Douglas,1,0
454,2014,Arizona,El Mirage,1,1
455,2014,Arizona,Eloy,2,2
456,2014,Arizona,Flagstaff,9,7
457,2014,Arizona,Florence,1,1
458,2014,Arizona,Fort Mohave,2,2
459,2014,Arizona,Fredonia,1,1
460,2014,Arizona,Glendale,21,24
461,2014,Arizona,Golden Valley,1,1
462,2014,Arizona,Goodyear,2,3
463,2014,Arizona,Green Valley,3,4
464,2014,Arizona,Guadalupe,2,2
465,2014,Arizona,Happy Jack,1,1
466,2014,Arizona,Huachuca City,1,0
467,2014,Arizona,Kaibeto,1,2
468,2014,Arizona,Kingman,5,5
469,2014,Arizona,Lake Havasu City,1,0
470,2014,Arizona,Laveen,3,4
471,2014,Arizona,Litchfield Park,1,1
472,2014,Arizona,Marana,1,0
473,2014,Arizona,Maricopa,5,3
474,2014,Arizona,Maricopa (county),1,1
475,2014,Arizona,Maricopa County,2,1
476,2014,Arizona,Mayer,1,1
477,2014,Arizona,Mesa,24,18
478,2014,Arizona,Mojave (county),1,1
479,2014,Arizona,Oracle,1,1
480,2014,Arizona,Oro Valley,1,0
481,2014,Arizona,Papago,1,0
482,2014,Arizona,Payson,1,1
483,2014,Arizona,Peoria,8,7
484,2014,Arizona,Phoenix,241,172
485,2014,Arizona,Pinetop,1,3
486,2014,Arizona,Prescott,4,3
487,2014,Arizona,Prescott Valley,2,2
488,2014,Arizona,Rio Rico,1,0
489,2014,Arizona,Sacaton,1,1
490,2014,Arizona,San Luis,1,0
491,2014,Arizona,San Tan Valley,2,2
492,2014,Arizona,Scottsdale,12,7
493,2014,Arizona,Seligman,1,1
494,2014,Arizona,Sierra Vista,2,1
495,2014,Arizona,Stanfield,1,1
496,2014,Arizona,Stone Lake,1,0
497,2014,Arizona,Sun City,1,1
498,2014,Arizona,Sunsites,1,1
499,2014,Arizona,Surprise,3,6
500,2014,Arizona,Surprise ,1,0
501,2014,Arizona,Taylor,1,1
502,2014,Arizona,Tempe,25,25
503,2014,Arizona,Tolleson,1,3
504,2014,Arizona,Tombstone,1,1
505,2014,Arizona,Tonopah,2,2
506,2014,Arizona,Tucson,92,75
507,2014,Arizona,Tucson (Oro Valley),1,1
508,2014,Arizona,Tuscon,1,2
509,2014,Arizona,Vail,1,0
510,2014,Arizona,Willow Beach (White Hills),1,1
511,2014,Arizona,Winkelman,1,0
512,2014,Arizona,Wittman,1,0
513,2014,Arizona,Yavapai County,2,2
514,2014,Arizona,Youngtown,1,0
515,2014,Arizona,Yuma,14,11
516,2014,Arizona,Yuma County,1,0
517,2014,Arkansas,Alexander,1,2
518,2014,Arkansas,Altheimer,1,2
519,2014,Arkansas,Ashdown,1,0
520,2014,Arkansas,Bald Knob,3,5
521,2014,Arkansas,Barling,2,1
522,2014,Arkansas,Benton,13,2
523,2014,Arkansas,Bentonville,13,0
524,2014,Arkansas,Blytheville,4,3
525,2014,Arkansas,Bono,1,1
526,2014,Arkansas,Booneville,1,1
527,2014,Arkansas,Brinkley,2,2
528,2014,Arkansas,Bryant,2,0
529,2014,Arkansas,Cabot,1,1
530,2014,Arkansas,Camden,1,1
531,2014,Arkansas,Cave City,1,0
532,2014,Arkansas,Cedarville,1,1
533,2014,Arkansas,Cherokee Village,1,0
534,2014,Arkansas,Choctaw,1,2
535,2014,Arkansas,Clay County,1,0
536,2014,Arkansas,Clinton,1,0
537,2014,Arkansas,Conway,8,6
538,2014,Arkansas,Damascus,1,1
539,2014,Arkansas,De Queen,1,1
540,2014,Arkansas,De Valls Bluff (Devalls Bluff),1,1
541,2014,Arkansas,Decatur,1,1
542,2014,Arkansas,Dewitt,1,1
543,2014,Arkansas,Dover,1,1
544,2014,Arkansas,El Dorado,7,7
545,2014,Arkansas,Elizabeth,1,0
546,2014,Arkansas,Eureka Springs,1,0
547,2014,Arkansas,Farmington,1,0
548,2014,Arkansas,Faulkner County,2,2
549,2014,Arkansas,Fayetteville,10,4
550,2014,Arkansas,Fontaine,1,1
551,2014,Arkansas,Forrest City,5,5
552,2014,Arkansas,Fort Smith,18,8
553,2014,Arkansas,Fort Smith ,2,0
554,2014,Arkansas,Gamaliel,1,1
555,2014,Arkansas,Greenbrier,1,1
556,2014,Arkansas,Greenwood,1,1
557,2014,Arkansas,Hamburg,1,1
558,2014,Arkansas,Harrisburg,1,0
559,2014,Arkansas,Harrison,2,4
560,2014,Arkansas,Helena-West Helena,2,1
561,2014,Arkansas,Helena-west Helena,1,3
562,2014,Arkansas,Hope,2,2
563,2014,Arkansas,Hot Springs,12,20
564,2014,Arkansas,Hot Springs National Park,2,6
565,2014,Arkansas,Hot Springs National Park (Hot Springs),4,2
566,2014,Arkansas,Hughes,1,1
567,2014,Arkansas,Jacksonville,9,2
568,2014,Arkansas,Jefferson County.,1,2
569,2014,Arkansas,Johnson County,1,0
570,2014,Arkansas,Jonesboro,41,22
571,2014,Arkansas,Judsonia,1,2
572,2014,Arkansas,Lakeview,1,1
573,2014,Arkansas,Lamar,1,0
574,2014,Arkansas,Lawrence County,1,0
575,2014,Arkansas,Leflore,1,0
576,2014,Arkansas,Leslie,1,2
577,2014,Arkansas,Lincoln County,1,1
578,2014,Arkansas,Little Rock,182,125
579,2014,Arkansas,Little Rock ,5,0
580,2014,Arkansas,Logan County,1,1
581,2014,Arkansas,Lonoke County,1,0
582,2014,Arkansas,Mabelvale,1,0
583,2014,Arkansas,Magnolia,1,2
584,2014,Arkansas,Mansfield,1,0
585,2014,Arkansas,Marion County,1,1
586,2014,Arkansas,Marked Tree,1,1
587,2014,Arkansas,Maumelle,3,1
588,2014,Arkansas,Maynard,1,0
589,2014,Arkansas,Midland,1,0
590,2014,Arkansas,Miller County,1,1
591,2014,Arkansas,Monroe County,2,2
592,2014,Arkansas,Monticello,2,3
593,2014,Arkansas,Mountain Home,3,0
594,2014,Arkansas,Mountain View,1,2
595,2014,Arkansas,Mountainburg,1,0
596,2014,Arkansas,Nashville,1,1
597,2014,Arkansas,Newport,5,2
598,2014,Arkansas,Norfolk,1,1
599,2014,Arkansas,Norfork,1,0
600,2014,Arkansas,North Little Rock,17,11
601,2014,Arkansas,Paragould,6,6
602,2014,Arkansas,Paris,1,2
603,2014,Arkansas,Pearcy,1,0
604,2014,Arkansas,Perry County,1,1
605,2014,Arkansas,Pine Bluff,40,40
606,2014,Arkansas,Pine Bluff ,3,0
607,2014,Arkansas,Poinsett County,1,3
608,2014,Arkansas,Pope County,2,1
609,2014,Arkansas,Prescott,1,1
610,2014,Arkansas,Pulaski County,10,7
611,2014,Arkansas,Ravenden,1,1
612,2014,Arkansas,Roe (Aberdeen),1,0
613,2014,Arkansas,Rogers,4,2
614,2014,Arkansas,Roland,1,1
615,2014,Arkansas,Rover,1,1
616,2014,Arkansas,Rudy,1,1
617,2014,Arkansas,Russellville,3,4
618,2014,Arkansas,Saline County,3,0
619,2014,Arkansas,Scranton,2,1
620,2014,Arkansas,Searcy,6,2
621,2014,Arkansas,Sevier County,1,1
622,2014,Arkansas,Sharp County,1,0
623,2014,Arkansas,Sherwood,4,2
624,2014,Arkansas,Siloam Springs,2,2
625,2014,Arkansas,Springdale,5,4
626,2014,Arkansas,Stuttgart,1,1
627,2014,Arkansas,Swifton,1,2
628,2014,Arkansas,Texarkana,6,8
629,2014,Arkansas,Trumann,2,2
630,2014,Arkansas,Union County,1,0
631,2014,Arkansas,Van Buren,3,2
632,2014,Arkansas,Van Buren ,1,1
633,2014,Arkansas,Vanndale,1,0
634,2014,Arkansas,Walnut Ridge,2,0
635,2014,Arkansas,West Helena,1,1
636,2014,Arkansas,White County,4,3
637,2014,Arkansas,White Hall,1,0
638,2014,Arkansas,White Hall ,1,0
639,2014,Arkansas,Widener,1,1
640,2014,Arkansas,Wilmot,1,0
641,2014,Arkansas,Winslow,1,1
642,2014,Arkansas,Wynne,2,2
643,2014,Arkansas,Yellville,2,1
644,2014,California,Alameda,1,1
645,2014,California,Alameda County,1,2
646,2014,California,Alderpoint,3,3
647,2014,California,Alhambra,2,0
648,2014,California,Altadena,2,1
649,2014,California,Alturas,1,6
650,2014,California,Anaheim,8,13
651,2014,California,Anderson,2,3
652,2014,California,Antelope,3,1
653,2014,California,Antioch,29,35
654,2014,California,Apple Valley,3,3
655,2014,California,Arbuckle,1,0
656,2014,California,Arcadia,2,0
657,2014,California,Arcata,4,0
658,2014,California,Aromas,1,0
659,2014,California,Arrowbear,1,2
660,2014,California,Arvin,4,3
661,2014,California,Atascadero,1,0
662,2014,California,Atwater,10,2
663,2014,California,Auburn,2,1
664,2014,California,Azusa,6,5
665,2014,California,Bakersfield,84,76
666,2014,California,Baldwin Park,5,5
667,2014,California,Bangor,1,0
668,2014,California,Banning,2,0
669,2014,California,Barstow,1,1
670,2014,California,Bay Point,2,3
671,2014,California,Bell,1,1
672,2014,California,Bell Gardens,1,1
673,2014,California,Bellflower,4,9
674,2014,California,Benicia,2,1
675,2014,California,Berkeley,19,8
676,2014,California,Berry Creek,1,1
677,2014,California,Beverly Hills,3,2
678,2014,California,Big Sur,1,0
679,2014,California,Blythe,1,1
680,2014,California,Bonny Doon,1,0
681,2014,California,Bonsall,1,1
682,2014,California,Boyle Heights,9,7
683,2014,California,Brawley,3,2
684,2014,California,Brea,1,0
685,2014,California,Brentwood,1,0
686,2014,California,Bridgeville,1,0
687,2014,California,Brisbane,1,0
688,2014,California,Buena Vista,1,1
689,2014,California,Burbank,10,4
690,2014,California,Buttonwillow,1,0
691,2014,California,Cabazon,2,0
692,2014,California,Calabasas,1,0
693,2014,California,Calaveras County,1,0
694,2014,California,Calexico,2,1
695,2014,California,Calistoga,1,1
696,2014,California,Calwa,1,1
697,2014,California,Camino,1,0
698,2014,California,Campbell,2,4
699,2014,California,Canoga Park,1,0
700,2014,California,Canyon Lake,1,0
701,2014,California,Carlsbad,2,2
702,2014,California,Carmel Valley,2,0
703,2014,California,Carmichael,3,2
